0.0474701 node 9 has awared 7 nodes
0.0474706 node 6 has awared 10 nodes
0.0474707 node 1 has awared 15 nodes
0.0484017 node 0 has awared 15 nodes
0.048402 node 4 has awared 11 nodes
0.049447 node 3 has awared 5 nodes
0.0685414 node 7 has awared 2 nodes
0.0826362 node 8 has awared 2 nodes
0.0826366 node 15 has awared 2 nodes
0.0826366 node 9 has awared 8 nodes
0.097399 node 14 has awared 2 nodes
0.171364 node 15 has awared 3 nodes
0.171364 node 6 has awared 10 nodes
0.171364 node 1 has awared 15 nodes
0.238806 node 9 has awared 9 nodes
0.238806 node 15 has awared 4 nodes
1.06619 node 14 has awared 3 nodes
1.07582 node 1 has awared 15 nodes
1.08283 node 9 has awared 9 nodes
1.08283 node 6 has awared 11 nodes
1.08283 node 1 has awared 15 nodes
1.09866 node 15 has awared 4 nodes
1.09866 node 6 has awared 11 nodes
1.09866 node 1 has awared 15 nodes
1.13677 node 7 has awared 2 nodes
1.15924 node 9 has awared 9 nodes
1.15924 node 15 has awared 4 nodes
1.17643 node 0 has awared 15 nodes
1.17643 node 4 has awared 11 nodes
1.18887 node 14 has awared 3 nodes
1.23038 node 3 has awared 5 nodes
2.14805 node 1 has awared 15 nodes
2.15153 node 15 has awared 4 nodes
2.15153 node 6 has awared 11 nodes
2.15153 node 1 has awared 15 nodes
2.17127 node 7 has awared 2 nodes
2.19397 node 9 has awared 9 nodes
2.19398 node 6 has awared 11 nodes
2.19398 node 1 has awared 15 nodes
2.22359 node 8 has awared 10 nodes
2.22359 node 15 has awared 5 nodes
2.22359 node 9 has awared 10 nodes
3.03129 node 14 has awared 3 nodes
3.07813 node 15 has awared 5 nodes
3.07813 node 6 has awared 11 nodes
3.07813 node 1 has awared 15 nodes
3.12308 node 7 has awared 2 nodes
3.18177 node 8 has awared 10 nodes
3.18178 node 15 has awared 5 nodes
3.18178 node 9 has awared 10 nodes
3.18422 node 0 has awared 15 nodes
3.18422 node 4 has awared 12 nodes
3.22449 node 14 has awared 3 nodes
3.2317 node 3 has awared 5 nodes
3.23934 node 9 has awared 10 nodes
3.23934 node 6 has awared 11 nodes
3.23934 node 1 has awared 15 nodes
4.07917 node 1 has awared 15 nodes
4.09018 node 14 has awared 3 nodes
4.12433 node 7 has awared 2 nodes
4.16311 node 14 has awared 3 nodes
4.19194 node 8 has awared 10 nodes
4.19195 node 15 has awared 5 nodes
4.19195 node 9 has awared 10 nodes
4.22605 node 3 has awared 5 nodes
4.22711 node 15 has awared 5 nodes
4.22711 node 6 has awared 11 nodes
4.22711 node 1 has awared 15 nodes
5.03178 node 9 has awared 10 nodes
5.03178 node 15 has awared 5 nodes
5.08053 node 14 has awared 3 nodes
5.08067 node 1 has awared 15 nodes
5.0906 node 7 has awared 2 nodes
5.09123 node 8 has awared 10 nodes
5.09123 node 15 has awared 5 nodes
5.09123 node 9 has awared 10 nodes
5.12416 node 9 has awared 10 nodes
5.12416 node 6 has awared 11 nodes
5.12416 node 1 has awared 15 nodes
5.14671 node 15 has awared 5 nodes
5.14671 node 6 has awared 11 nodes
5.14671 node 1 has awared 15 nodes
5.19876 node 0 has awared 15 nodes
5.19876 node 4 has awared 12 nodes
5.20133 node 14 has awared 3 nodes
5.23147 node 3 has awared 5 nodes
6.07584 node 8 has awared 10 nodes
6.07584 node 15 has awared 5 nodes
6.07584 node 9 has awared 10 nodes
6.08834 node 15 has awared 5 nodes
6.08834 node 6 has awared 11 nodes
6.08834 node 1 has awared 15 nodes
6.09256 node 7 has awared 2 nodes
6.14425 node 3 has awared 5 nodes
6.17196 node 0 has awared 15 nodes
6.17196 node 4 has awared 12 nodes
6.17617 node 9 has awared 10 nodes
6.17617 node 6 has awared 11 nodes
6.17617 node 1 has awared 15 nodes
6.25173 node 9 has awared 10 nodes
6.25173 node 15 has awared 5 nodes
7.04252 node 8 has awared 10 nodes
7.04252 node 15 has awared 5 nodes
7.04252 node 9 has awared 10 nodes
7.08401 node 14 has awared 3 nodes
7.09371 node 3 has awared 5 nodes
7.097 node 1 has awared 15 nodes
7.12362 node 9 has awared 10 nodes
7.12362 node 15 has awared 5 nodes
7.16687 node 7 has awared 2 nodes
7.22227 node 9 has awared 10 nodes
7.22227 node 6 has awared 11 nodes
7.22227 node 1 has awared 15 nodes
7.24087 node 15 has awared 5 nodes
7.24087 node 6 has awared 11 nodes
7.24087 node 1 has awared 15 nodes
8.0379 node 1 has awared 15 nodes
8.10088 node 0 has awared 15 nodes
8.10088 node 4 has awared 12 nodes
8.12446 node 9 has awared 10 nodes
