0.0247115 node 74 has awared 2 nodes
0.0247116 node 95 has awared 2 nodes
0.0247116 node 62 has awared 2 nodes
0.0247116 node 0 has awared 15 nodes
0.0247116 node 103 has awared 2 nodes
0.0247116 node 33 has awared 2 nodes
0.0247117 node 72 has awared 2 nodes
0.0247117 node 4 has awared 11 nodes
0.0247117 node 100 has awared 2 nodes
0.0247117 node 54 has awared 2 nodes
0.0247117 node 115 has awared 2 nodes
0.0247117 node 47 has awared 2 nodes
0.0247117 node 38 has awared 2 nodes
0.0247117 node 116 has awared 2 nodes
0.0247117 node 12 has awared 3 nodes
0.0247117 node 50 has awared 2 nodes
0.0247117 node 79 has awared 2 nodes
0.0247118 node 39 has awared 2 nodes
0.0247118 node 34 has awared 2 nodes
0.0247118 node 99 has awared 2 nodes
0.0247118 node 81 has awared 2 nodes
0.0247118 node 43 has awared 2 nodes
0.0247118 node 16 has awared 2 nodes
0.0247118 node 44 has awared 2 nodes
0.0247118 node 106 has awared 2 nodes
0.0247118 node 21 has awared 2 nodes
0.0247118 node 53 has awared 2 nodes
0.0247118 node 90 has awared 2 nodes
0.0247118 node 5 has awared 10 nodes
0.0247118 node 120 has awared 2 nodes
0.0247119 node 88 has awared 2 nodes
0.0247119 node 108 has awared 2 nodes
0.0247119 node 118 has awared 2 nodes
0.0247119 node 45 has awared 2 nodes
0.0247119 node 22 has awared 2 nodes
0.0247119 node 35 has awared 2 nodes
0.0247119 node 51 has awared 2 nodes
0.0247119 node 60 has awared 2 nodes
0.0247119 node 110 has awared 2 nodes
0.0247119 node 10 has awared 5 nodes
0.0247119 node 71 has awared 2 nodes
0.024712 node 113 has awared 2 nodes
0.024712 node 67 has awared 2 nodes
0.024712 node 126 has awared 2 nodes
0.024712 node 37 has awared 2 nodes
0.024712 node 8 has awared 7 nodes
0.024712 node 69 has awared 2 nodes
0.024712 node 30 has awared 2 nodes
0.024712 node 18 has awared 2 nodes
0.024712 node 1 has awared 14 nodes
0.024712 node 80 has awared 2 nodes
0.024712 node 114 has awared 2 nodes
0.024712 node 102 has awared 2 nodes
0.024712 node 59 has awared 2 nodes
0.024712 node 86 has awared 2 nodes
0.024712 node 70 has awared 2 nodes
0.024712 node 57 has awared 2 nodes
0.024712 node 77 has awared 2 nodes
0.024712 node 25 has awared 2 nodes
0.0247121 node 121 has awared 2 nodes
0.0247121 node 27 has awared 2 nodes
0.0247121 node 73 has awared 2 nodes
0.0247121 node 97 has awared 2 nodes
0.0247121 node 31 has awared 2 nodes
0.0247121 node 15 has awared 2 nodes
0.0247121 node 52 has awared 2 nodes
0.0247121 node 9 has awared 6 nodes
0.0247121 node 17 has awared 2 nodes
0.0247121 node 68 has awared 2 nodes
0.0247121 node 124 has awared 2 nodes
0.0247121 node 83 has awared 2 nodes
0.0247121 node 125 has awared 2 nodes
0.0247121 node 13 has awared 2 nodes
0.0247121 node 46 has awared 2 nodes
0.0247121 node 122 has awared 2 nodes
0.0247121 node 61 has awared 2 nodes
0.0247121 node 66 has awared 2 nodes
0.0247122 node 107 has awared 2 nodes
0.0247122 node 104 has awared 2 nodes
0.0247122 node 19 has awared 2 nodes
0.0247122 node 42 has awared 2 nodes
0.0406743 node 9 has awared 7 nodes
0.0406744 node 6 has awared 10 nodes
0.0406744 node 42 has awared 3 nodes
0.0406744 node 104 has awared 3 nodes
